Time,Data Year,Data Month,Chesapeake Bay Monthly Mean Streamflow,Log10(Chesapeake Bay Monthly Mean Streamflow),min value,Log10(min value),25-percentile,Log10(25-percentile),75-percentile,Log10(75-percentile),max value,Log10(max value),Rank of Chesapeake Bay Monthly Mean Streamflow,Rank of Chesapeake Bay Annual Mean Streamflow,Chesapeake Bay Annual Mean Streamflow
195,1952,12,97200,4.98766626492628,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,32,-99,-99
196,1953,1,134900,5.1300119496719,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,15,-99,-99
197,1953,2,110300,5.04257551244019,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,34,-99,-99
198,1953,3,168700,5.22711508258913,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,26,-99,-99
199,1953,4,126800,5.10311925354571,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,46,-99,-99
200,1953,5,122500,5.08813608870055,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,27,-99,-99
201,1953,6,75500,4.87794695162919,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,21,-99,-99
202,1953,7,24000,4.38021124171161,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,69,-99,-99
203,1953,8,17700,4.24797326636181,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,75,-99,-99
204,1953,9,13600,4.13353890837022,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,80,-99,-99
205,1953,10,11700,4.06818586174616,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,85,32,81250
206,1953,11,18800,4.27415784926368,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,83,-99,-99
207,1953,12,48500,4.68574173860226,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,68,-99,-99
208,1954,1,39500,4.59659709562646,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,78,-99,-99
209,1954,2,72300,4.85913829729453,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,65,-99,-99
210,1954,3,132900,5.12352498094273,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,47,-99,-99
211,1954,4,94900,4.97726621242729,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,68,-99,-99
212,1954,5,99500,4.99782308074573,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,43,-99,-99
213,1954,6,46500,4.66745295288995,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,58,-99,-99
214,1954,7,20100,4.30319605742049,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,80,-99,-99
215,1954,8,14800,4.17026171539496,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,78,-99,-99
216,1954,9,14400,4.15836249209525,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,79,-99,-99
217,1954,10,39700,4.59879050676312,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,31,81,51250
218,1954,11,50900,4.70671778233676,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,50,-99,-99
219,1954,12,78900,4.89707700320942,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,46,-99,-99
220,1955,1,83200,4.92012332629072,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,43,-99,-99
221,1955,2,79200,4.89872518158949,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,58,-99,-99
222,1955,3,206700,5.31534047662729,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,11,-99,-99
223,1955,4,90800,4.95808584852109,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,71,-99,-99
224,1955,5,47200,4.67394199863409,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,84,-99,-99
225,1955,6,45300,4.65609820201283,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,63,-99,-99
226,1955,7,19900,4.29885307640971,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,79,-99,-99
227,1955,8,89300,4.95085145888855,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,2,-99,-99
228,1955,9,27500,4.43933269383026,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,36,-99,-99
229,1955,10,80500,4.90579588036787,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,12,58,71583
230,1955,11,74400,4.87157293554588,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,26,-99,-99
231,1955,12,34200,4.53402610605614,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,77,-99,-99
232,1956,1,28200,4.45024910831936,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,85,-99,-99
233,1956,2,107600,5.03181227133037,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,37,-99,-99
234,1956,3,161800,5.20897851727625,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,28,-99,-99
235,1956,4,161600,5.20844135643857,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,24,-99,-99
236,1956,5,83100,4.91960102378411,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,54,-99,-99
237,1956,6,46100,4.66370092538965,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,60,-99,-99
238,1956,7,50900,4.70671778233676,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,18,-99,-99
239,1956,8,40600,4.60852603357719,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,21,-99,-99
240,1956,9,31500,4.4983105537896,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,30,-99,-99
241,1956,10,37000,4.568201724067,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,36,52,75167
242,1956,11,70400,4.84757265914211,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,32,-99,-99
243,1956,12,101200,5.00518051250378,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,28,-99,-99
244,1957,1,77400,4.88874096068289,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,50,-99,-99
245,1957,2,110600,5.04375512696868,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,32,-99,-99
246,1957,3,113800,5.05614226205905,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,57,-99,-99
247,1957,4,182500,5.26126286879249,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,18,-99,-99
248,1957,5,63700,4.80413943233535,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,64,-99,-99
249,1957,6,38100,4.58092497567562,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,73,-99,-99
250,1957,7,20300,4.30749603791321,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,78,-99,-99
251,1957,8,12800,4.10720996964787,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,83,-99,-99
252,1957,9,18500,4.26717172840301,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,65,-99,-99
253,1957,10,20300,4.30749603791321,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,72,61,70417
254,1957,11,30900,4.48995847942484,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,68,-99,-99
255,1957,12,93000,4.96848294855394,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,34,-99,-99
256,1958,1,89300,4.95085145888855,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,40,-99,-99
257,1958,2,72300,4.85913829729453,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,64,-99,-99
258,1958,3,159300,5.20221577580113,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,31,-99,-99
259,1958,4,239400,5.37912414607039,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,6,-99,-99
260,1958,5,152500,5.18326984368281,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,7,-99,-99
261,1958,6,52700,4.72181061521255,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,49,-99,-99
262,1958,7,43800,4.6414741105041,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,25,-99,-99
263,1958,8,41100,4.61384182187607,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,20,-99,-99
264,1958,9,25600,4.40823996531185,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,40,-99,-99
265,1958,10,26200,4.41830129131975,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,56,28,85000
266,1958,11,38500,4.5854607295085,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,61,-99,-99
267,1958,12,37700,4.57634135020579,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,75,-99,-99
268,1959,1,73700,4.86746748785905,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,51,-99,-99
269,1959,2,72800,4.86213137931304,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,61,-99,-99
270,1959,3,96400,4.98407703390283,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,73,-99,-99
271,1959,4,139400,5.14426277376199,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,38,-99,-99
272,1959,5,71200,4.85247999363686,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,61,-99,-99
273,1959,6,45100,4.65417654187796,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,62,-99,-99
274,1959,7,21400,4.33041377334919,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,77,-99,-99
275,1959,8,19700,4.29446622616159,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,65,-99,-99
276,1959,9,18700,4.2718416065365,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,61,-99,-99
277,1959,10,54600,4.73719264270474,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,22,78,55000
278,1959,11,71300,4.85308952985187,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,30,-99,-99
279,1959,12,116600,5.066698550423,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,16,-99,-99
280,1960,1,95700,4.98091193777684,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,36,-99,-99
281,1960,2,117600,5.07040732174012,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,29,-99,-99
282,1960,3,84100,4.92479599579791,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,80,-99,-99
283,1960,4,230300,5.36229393796423,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,9,-99,-99
284,1960,5,143100,5.15563963375978,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,16,-99,-99
285,1960,6,93300,4.9698816437465,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,9,-99,-99
286,1960,7,33000,4.51851393987789,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,53,-99,-99
287,1960,8,27000,4.43136376415899,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,49,-99,-99
288,1960,9,43200,4.63548374681491,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,19,-99,-99
289,1960,10,23000,4.36172783601759,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,65,18,92500
290,1960,11,25000,4.39794000867204,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,78,-99,-99
291,1960,12,20800,4.31806333496276,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,86,-99,-99
292,1961,1,30600,4.48572142648158,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,83,-99,-99
293,1961,2,141600,5.15106325335375,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,15,-99,-99
294,1961,3,178300,5.25115134317536,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,21,-99,-99
295,1961,4,203800,5.30920417967041,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,12,-99,-99
296,1961,5,110600,5.04375512696868,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,33,-99,-99
297,1961,6,56700,4.75358305889291,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,46,-99,-99
298,1961,7,32600,4.51321760006794,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,52,-99,-99
299,1961,8,29900,4.47567118832443,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,45,-99,-99
300,1961,9,23900,4.37839790094814,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,49,-99,-99
301,1961,10,33100,4.51982799377572,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,43,55,73250
302,1961,11,31700,4.50105926221775,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,66,-99,-99
303,1961,12,62700,4.79726754083072,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,59,-99,-99
304,1962,1,78500,4.89486965674525,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,47,-99,-99
305,1962,2,72100,4.85793526471943,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,63,-99,-99
306,1962,3,204000,5.3096301674259,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,12,-99,-99
307,1962,4,195500,5.29114676173189,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,13,-99,-99
308,1962,5,61800,4.79098847508882,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,67,-99,-99
309,1962,6,39100,4.59217675739587,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,71,-99,-99
310,1962,7,22500,4.35218251811136,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,70,-99,-99
311,1962,8,17700,4.24797326636181,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,74,-99,-99
312,1962,9,14500,4.16136800223498,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,71,-99,-99
313,1962,10,32500,4.51188336097887,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,47,62,69667
314,1962,11,60900,4.78461729263288,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,38,-99,-99
315,1962,12,42500,4.62838893005031,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,71,-99,-99
316,1963,1,65200,4.81424759573192,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,59,-99,-99
317,1963,2,43700,4.64048143697042,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,86,-99,-99
318,1963,3,225700,5.35353155907776,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,6,-99,-99
319,1963,4,86900,4.93901977644867,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,75,-99,-99
320,1963,5,56800,4.75434833571102,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,77,-99,-99
321,1963,6,41700,4.62013605497376,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,66,-99,-99
322,1963,7,18100,4.25767857486918,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,82,-99,-99
323,1963,8,13100,4.11727129565576,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,82,-99,-99
324,1963,9,11500,4.06069784035361,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,85,-99,-99
325,1963,10,9500,3.97772360528885,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,86,75,58250
326,1963,11,19300,4.28555730900777,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,82,-99,-99
327,1963,12,38800,4.58883172559421,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,74,-99,-99
328,1964,1,102800,5.01199311465926,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,27,-99,-99
329,1964,2,80700,4.90687353472207,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,56,-99,-99
330,1964,3,226000,5.3541084391474,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,5,-99,-99
331,1964,4,126100,5.10071508657308,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,48,-99,-99
332,1964,5,89100,4.94987770403688,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,48,-99,-99
333,1964,6,24400,4.38738982633873,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,85,-99,-99
334,1964,7,17000,4.23044892137827,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,83,-99,-99
335,1964,8,12300,4.0899051114394,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,85,-99,-99
336,1964,9,8800,3.94448267215017,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,86,-99,-99
337,1964,10,13900,4.1430148002541,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,83,70,62917
338,1964,11,14600,4.16435285578444,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,87,-99,-99
339,1964,12,33300,4.52244423350632,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,78,-99,-99
340,1965,1,64700,4.8109042806687,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,58,-99,-99
341,1965,2,108500,5.03542973818455,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,35,-99,-99
342,1965,3,117700,5.07077646284344,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,55,-99,-99
343,1965,4,112400,5.05076631123304,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,55,-99,-99
344,1965,5,60300,4.78031731214015,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,70,-99,-99
345,1965,6,24700,4.39269695325967,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,84,-99,-99
346,1965,7,14000,4.14612803567824,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,84,-99,-99
347,1965,8,13000,4.11394335230684,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,81,-99,-99
348,1965,9,12500,4.09691001300806,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,83,-99,-99
349,1965,10,22000,4.34242268082221,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,68,83,49250
350,1965,11,21100,4.32428245529769,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,81,-99,-99
351,1965,12,26400,4.42160392686983,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,84,-99,-99
352,1966,1,30600,4.48572142648158,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,82,-99,-99
353,1966,2,107600,5.03181227133037,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,36,-99,-99
354,1966,3,127800,5.10653085382238,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,49,-99,-99
355,1966,4,67500,4.82930377283103,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,80,-99,-99
356,1966,5,104600,5.01953168453126,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,39,-99,-99
357,1966,6,32000,4.50514997831991,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,79,-99,-99
358,1966,7,11500,4.06069784035361,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,86,-99,-99
359,1966,8,10200,4.00860017176192,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,86,-99,-99
360,1966,9,23700,4.3747483460101,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,48,-99,-99
361,1966,10,35300,4.54777470538782,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,40,84,48833
362,1966,11,30900,4.48995847942484,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,67,-99,-99
363,1966,12,62500,4.79588001734408,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,58,-99,-99
364,1967,1,61200,4.78675142214556,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,65,-99,-99
365,1967,2,69400,4.84135947045486,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,68,-99,-99
366,1967,3,180400,5.25623653320592,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,20,-99,-99
367,1967,4,100500,5.00216606175651,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,62,-99,-99
368,1967,5,118600,5.07408468902824,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,31,-99,-99
369,1967,6,39500,4.59659709562646,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,70,-99,-99
370,1967,7,32100,4.50650503240487,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,55,-99,-99
371,1967,8,49000,4.69019608002851,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,12,-99,-99
372,1967,9,24800,4.39445168082622,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,46,-99,-99
373,1967,10,50000,4.69897000433602,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,26,66,67000
374,1967,11,66300,4.82151352840477,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,36,-99,-99
375,1967,12,106200,5.02612451674545,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,22,-99,-99
376,1968,1,63700,4.80413943233535,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,62,-99,-99
377,1968,2,89200,4.95036485437612,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,49,-99,-99
378,1968,3,123400,5.09131515969722,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,52,-99,-99
379,1968,4,66900,4.82542611776782,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,82,-99,-99
380,1968,5,88900,4.94890176097021,33300,4.52244423350632,63200,4.80071707828239,128500,5.10890312766731,217000,5.33645973384853,47,-99,-99
381,1968,6,89900,4.95375969173323,17700,4.24797326636181,41700,4.62013605497376,75500,4.87794695162919,342700,5.53491410442987,11,-99,-99
382,1968,7,33300,4.52244423350632,11500,4.06069784035361,24900,4.39619934709574,46000,4.66275783168157,120800,5.08206693428511,51,-99,-99
383,1968,8,17200,4.23552844690755,10200,4.00860017176192,19800,4.29666519026153,40000,4.60205999132796,132700,5.12287092286444,76,-99,-99
384,1968,9,24600,4.39093510710338,8800,3.94448267215017,17700,4.24797326636181,36300,4.55990662503611,201300,5.30384377488865,45,-99,-99
385,1968,10,19600,4.29225607135648,9500,3.97772360528885,22500,4.35218251811136,54600,4.73719264270474,174500,5.2417954312952,71,64,68250
386,1968,11,72400,4.85973856619715,14600,4.16435285578444,31700,4.50105926221775,77600,4.88986172125819,212100,5.32654066851656,28,-99,-99
387,1968,12,56300,4.75050839485135,17200,4.23552844690755,50400,4.70243053644553,106200,5.02612451674545,221100,5.34458874257871,63,-99,-99
388,1969,1,48500,4.68574173860226,17500,4.24303804868629,57100,4.75663610824585,114300,5.05804623039528,246100,5.3911116137028,74,-99,-99
389,1969,2,61400,4.78816837114117,36100,4.55750720190566,72100,4.85793526471943,129800,5.11327469246435,228900,5.35964579267454,73,-99,-99
390,1969,3,69900,4.84447717574568,51800,4.71432975974523,103000,5.01283722470517,176300,5.24625231229932,299500,5.47639682672533,84,-99,-99
391,1969,4,95700,4.98091193777684,56000,4.7481880270062,98500,4.99343623049761,164900,5.21722065564452,389600,5.59061894820658,67,-99,-99
